0,6.585234112,1.037807079,5.577401321,7.767762356,4.007734709,7.791864583,5.588730727,5.402559766,21.12865024,28.99791541,27.59895526,28.4151266,30.90491964,30.52571412,28.86076817,21.88389797,28.8997665,28.21686675,27.54187648,26.67603765,1.608335734,9.643504818,9.445834679,10.81265847,4.713594637,7.102076355,5.931218361,6.362782604,6.367185997,21.81404184,25.08525438,23.75444659,10.73564801,28.75496966,25.44031596,28.74296198,21.13323199,23.86845997,25.56779183,23.19453954,2.524375445,11.16467204,10.80324639,9.823229013,4.029059727,10.12687088,6.473970415,10.8353294,3.660325474
6.585234112,0,5.977208762,6.65644511,8.215329047,6.219328921,8.173058146,6.676099253,6.802014559,16.5307939,24.63233246,23.52843577,24.51692016,27.92158282,27.48013209,25.18469813,17.50037384,25.13836303,25.30143281,23.01057018,23.88556665,6.890471597,4.281225344,4.161593167,5.143527272,8.999172313,1.743606995,0.903195091,5.506682837,5.503609065,17.46983491,22.10059354,20.35130752,8.392323733,24.56234715,21.19164796,24.55515763,16.53341462,19.43963955,20.76922724,18.17329604,5.523032765,4.58030194,8.404943826,3.258256931,4.633722833,7.225858913,2.63909804,5.169373707,6.130660334
1.037807079,5.977208762,0,6.106116325,6.794131476,4.576736001,6.814430545,6.119805346,5.970817708,21.14146268,29.08485692,27.73755533,28.58751243,31.23878165,30.8486136,29.073714,21.94179363,29.09789718,28.55354998,27.59224285,27.02692446,1.119034256,8.747553683,8.546152901,10.50976075,4.188266424,6.718661408,5.244191661,6.634093396,6.637642853,21.8790308,25.39950541,23.9949902,9.698025684,28.87426724,25.53856732,28.86313179,21.14568276,23.92644099,25.55779081,23.1291506,2.968009953,10.52456541,9.765518245,9.235460452,4.237896492,9.093495567,5.570076582,10.53349342,4.232899167
5.577401321,6.65644511,6.106116325,0,12.35887568,1.572289012,12.35683153,0.019900862,0.301613802,16.34718926,23.93389207,22.42016017,23.16059403,25.39840467,25.03099428,23.5273034,16.95656156,23.59326126,22.71048163,22.58224763,21.15766783,7.109204599,10.9211089,10.78782862,7.991988597,10.25303705,5.702728896,6.727434634,1.783962741,1.790744194,16.86738286,19.6088641,18.39083551,14.17886868,23.61440909,20.37052687,23.60043959,16.35283432,18.91885098,20.80051497,18.63852215,3.138123886,10.28576979,14.21878924,8.840068566,2.36185813,13.20479062,8.475016596,8.005400418,1.91812139
7.767762356,8.215329047,6.794131476,12.35887568,0,11.01282281,0.081248105,12.37628364,12.30838505,24.68203025,32.78488408,31.72674752,32.72648744,36.0925542,35.65817662,33.40002017,25.68209564,33.35266379,33.4552525,31.13459881,32.01275093,6.344624054,7.232909396,7.057701469,13.23255519,4.758198324,9.890489628,7.381403253,12.23142428,12.23221331,25.6569763,30.25358561,28.54963525,4.104132324,32.74379742,29.37621652,32.73729045,24.68423272,27.60417888,28.8324579,26.18117212,9.412643143,11.04148661,4.197964056,10.45505837,10.06822942,4.365761183,5.687643099,13.25823801,10.70153388
4.007734709,6.219328921,4.576736001,1.572289012,11.01282281,0,11.01646955,1.582869752,1.399892776,17.68800267,25.37153635,23.89002349,24.65269377,26.95872101,26.58847052,25.04180383,18.34420977,25.10026128,24.2704985,23.98793247,22.72034065,5.55310633,10.3474015,10.19301811,8.585566756,8.695908709,5.669049285,6.082694577,2.767637596,2.773800903,18.2608395,21.16090746,19.9114471,13.1175061,25.07404497,21.80651226,25.06063341,17.69332902,20.31676259,22.14618104,19.91512238,1.630149338,10.31467171,13.16462366,8.852993446,1.587722162,12.21938649,7.623166986,8.602641658,0.347976277
7.791864583,8.173058146,6.814430545,12.35683153,0.081248105,11.01646955,0,12.37430245,12.30830076,24.63271408,32.73522667,31.68048542,32.68177319,36.05655784,35.62161649,33.35744954,25.63457344,33.30922397,33.4203597,31.08360492,31.97934423,6.376924011,7.160641023,6.986049485,13.18289048,4.822212877,9.851958285,7.342307265,12.21767641,12.21842101,25.60987115,30.21861777,28.51098051,4.027729419,32.69599349,29.32876014,32.68953913,24.63489482,27.55542983,28.77928054,26.12655472,9.418818423,10.9763594,4.12145659,10.39650733,10.06205803,4.284625922,5.638035687,13.20855751,10.70635143
5.588730727,6.676099253,6.119805346,0.019900862,12.37628364,1.582869752,12.37430245,0,0.295840515,16.34757779,23.93141404,22.41660534,23.1561828,25.39015158,25.02300238,23.5219182,16.95569099,23.58821691,22.70226602,22.58075838,21.14918925,7.121766584,10.94088142,10.80763263,8.005095363,10.26561078,5.72109992,6.747330153,1.796077007,1.802851345,16.8663508,19.60133832,18.38520293,14.19825741,23.6112037,20.36814791,23.59721499,16.35323071,18.91764612,20.80067565,18.64036744,3.151862496,10.30326576,14.23820485,8.857776091,2.380965036,13.22440692,8.494823237,8.018465706,1.929056818
5.402559766,6.802014559,5.970817708,0.301613802,12.30838505,1.399892776,12.30830076,0.295840515,0,16.63493743,24.20566359,22.68443669,23.41825797,25.61909099,25.25461095,23.77676364,17.23806546,23.84567356,22.93167935,22.86019058,21.37593592,6.952988467,11.05289257,10.91560858,8.271531068,10.09564675,5.906268213,6.836527441,2.072111271,2.078921448,17.14800669,19.83772416,18.63824909,14.21171447,23.88119962,20.64299847,23.86709343,16.6406178,19.19847764,21.08717398,18.93206321,3.009348474,10.50895799,14.25344533,9.058972211,2.393409162,13.25518642,8.548416351,8.285248609,1.747595686
21.12865024,16.5307939,21.14146268,16.34718926,24.68203025,17.68800267,24.63271408,16.34757779,16.63493743,0,8.104086203,7.165118636,8.285054443,12.78569812,12.27895782,9.187602615,1.216673359,9.034040672,10.61894163,6.492563423,9.740487254,22.25757396,18.41944874,18.49837044,11.45008366,25.06586313,14.99021546,17.41340367,14.9440019,14.93831965,1.294303648,7.940927253,5.672608733,23.75437604,8.089450573,4.757293577,8.084872652,0.008581955,2.931336874,4.458215113,2.625154994,18.71144939,14.39018352,23.72569665,14.43965984,17.11970166,22.50190337,18.99467846,11.42444921,17.96655331
