40.619935,-73.908708
40.663012,-73.962211
40.619318,-73.920946
40.666382,-73.883617
40.592947,-73.993383
40.653041,-73.889844
40.59351,-73.993996
40.66642,-73.883387
40.664052,-73.881784
40.809617,-73.928272
40.881062,-73.908689
40.868161,-73.892561
40.874932,-73.880795
40.889844,-73.819521
40.88728,-73.824627
40.877853,-73.866668
40.816888,-73.917485
40.878642,-73.871581
40.866285,-73.826858
40.867787,-73.920551
40.852011,-73.827179
40.609251,-73.92154
40.656499,-74.012109
40.655177,-74.010334
40.709285,-73.959526
40.584028,-73.938408
40.675641,-73.949958
40.654887,-73.961725
40.676817,-73.899659
40.676862,-73.899714
40.8163,-73.915704
40.840268,-73.843224
40.83154,-73.867539
40.611761,-74.03512
40.878747,-73.898032
40.849018,-73.906135
40.878632,-73.89775
40.809653,-73.928362
40.834763,-73.917704
40.849112,-73.93775
40.826407,-73.950176
40.64223,-73.902882
40.692232,-74.000448
40.612311,-74.035981
40.686862,-73.984658
40.656215,-73.908149
40.621842,-74.028363
40.642979,-73.978999
40.709517,-73.959497
40.650239,-73.891686
